t,recall_at_k,precision_at_k,pollution,n_c,n_m,n_a,displacement,tension_depth,scissors_gap,n_merge,n_evict
210,1.0,0.6666666666666666,0.40540540540540543,35,2,321,0,0,0.3795556155579585,0,0
211,1.0,1.0,0.39473684210526316,36,2,320,0,0,0.35712166675028384,5,0
212,1.0,0.8333333333333333,0.40540540540540543,35,2,321,0,0,0.36493388464712784,7,0
213,1.0,0.3333333333333333,0.425,38,2,318,0,0,0.3490827026305514,7,0
214,0.0,0.0,0.4166666666666667,34,2,322,0,0,0.3471711237873531,0,0
215,1.0,0.5,0.4166666666666667,34,2,323,0,0,0.3545823892324932,0,0
216,1.0,1.0,0.4166666666666667,34,2,324,0,0,0.36184690178934353,1,0
217,1.0,0.75,0.4117647058823529,32,2,326,0,0,0.3732671268263341,7,0
218,0.0,0.0,0.4117647058823529,32,2,327,0,0,0.365875942504197,0,0
219,1.0,0.6666666666666666,0.4117647058823529,32,2,327,0,0,0.36398385832355207,3,0
